"fue","MUE"
"fue 3","MUE_31"
"fue 5","MUE_26"
"fue 6","MUE_2"
"fue 12","MUE_3"
"fue 13","MUE_9"
"fue 15","MUE_15"
"fue 17","MUE_13"
"fue 18","MUE_6"
"fue 20","MUE_14"
"fue 23","MUE_34"
"fue 24","MUE_12"
"fue 31","MUE_4"
"fue 35","MUE_22"
"fue 36","MUE_30"
"fue 40","MUE_11"
"fue 41","MUE_1"
"fue 50","MUE_35"
"fue 52","MUE_25"
"fue 54","MUE_20"
"fue 55","MUE_23"
"fue 57","MUE_36"
"fue 59","MUE_10"
"fue 60","MUE_29"
"fue 63","MUE_28"
"fue 64","MUE_19"
"fue 68","MUE_5"
"fue 69","MUE_32"
"fue 72","MUE_18"
"fue 76","MUE_16"
"fue 77","MUE_27"
"fue 78","MUE_21"
"fue 79","MUE_17"
"fue 82","MUE_33"
"fue 88","MUE_24"
"fue 93","MUE_8"
"fue 95","MUE_7"
