"fue","MUE"
"fue 1","MUE_27"
"fue 2","MUE_20"
"fue 7","MUE_30"
"fue 9","MUE_14"
"fue 11","MUE_17"
"fue 20","MUE_34"
"fue 21","MUE_19"
"fue 24","MUE_6"
"fue 26","MUE_9"
"fue 27","MUE_35"
"fue 29","MUE_16"
"fue 30","MUE_32"
"fue 32","MUE_12"
"fue 36","MUE_8"
"fue 38","MUE_2"
"fue 39","MUE_21"
"fue 40","MUE_7"
"fue 41","MUE_36"
"fue 42","MUE_5"
"fue 47","MUE_3"
"fue 48","MUE_24"
"fue 49","MUE_25"
"fue 50","MUE_13"
"fue 51","MUE_4"
"fue 52","MUE_18"
"fue 56","MUE_28"
"fue 58","MUE_1"
"fue 61","MUE_26"
"fue 65","MUE_29"
"fue 68","MUE_31"
"fue 69","MUE_11"
"fue 72","MUE_22"
"fue 76","MUE_10"
"fue 78","MUE_15"
"fue 80","MUE_23"
"fue 84","MUE_33"
