"fue","MUE"
"fue 1","MUE_9"
"fue 5","MUE_10"
"fue 9","MUE_17"
"fue 13","MUE_11"
"fue 14","MUE_7"
"fue 18","MUE_35"
"fue 21","MUE_28"
"fue 23","MUE_33"
"fue 27","MUE_20"
"fue 30","MUE_34"
"fue 33","MUE_36"
"fue 34","MUE_13"
"fue 35","MUE_5"
"fue 36","MUE_26"
"fue 39","MUE_29"
"fue 41","MUE_31"
"fue 48","MUE_2"
"fue 50","MUE_8"
"fue 53","MUE_3"
"fue 54","MUE_6"
"fue 55","MUE_18"
"fue 58","MUE_24"
"fue 64","MUE_14"
"fue 68","MUE_19"
"fue 69","MUE_4"
"fue 70","MUE_21"
"fue 76","MUE_16"
"fue 77","MUE_30"
"fue 80","MUE_25"
"fue 81","MUE_27"
"fue 84","MUE_15"
"fue 86","MUE_1"
"fue 87","MUE_22"
"fue 88","MUE_23"
"fue 91","MUE_32"
"fue 92","MUE_12"
