"fue","MUE"
"fue 2","MUE_7"
"fue 3","MUE_10"
"fue 7","MUE_11"
"fue 8","MUE_29"
"fue 13","MUE_6"
"fue 16","MUE_33"
"fue 17","MUE_1"
"fue 18","MUE_12"
"fue 20","MUE_21"
"fue 21","MUE_17"
"fue 24","MUE_20"
"fue 25","MUE_4"
"fue 26","MUE_19"
"fue 29","MUE_2"
"fue 30","MUE_23"
"fue 31","MUE_14"
"fue 32","MUE_13"
"fue 36","MUE_36"
"fue 43","MUE_15"
"fue 45","MUE_16"
"fue 46","MUE_3"
"fue 47","MUE_24"
"fue 52","MUE_28"
"fue 54","MUE_34"
"fue 55","MUE_26"
"fue 57","MUE_18"
"fue 58","MUE_25"
"fue 60","MUE_5"
"fue 61","MUE_32"
"fue 63","MUE_27"
"fue 67","MUE_22"
"fue 68","MUE_31"
"fue 69","MUE_35"
"fue 71","MUE_30"
"fue 74","MUE_9"
"fue 78","MUE_8"
