"fue","MUE"
"fue 2","MUE_34"
"fue 3","MUE_29"
"fue 8","MUE_22"
"fue 9","MUE_23"
"fue 10","MUE_13"
"fue 17","MUE_35"
"fue 21","MUE_28"
"fue 23","MUE_5"
"fue 27","MUE_17"
"fue 28","MUE_21"
"fue 31","MUE_24"
"fue 32","MUE_8"
"fue 36","MUE_19"
"fue 42","MUE_4"
"fue 44","MUE_6"
"fue 45","MUE_14"
"fue 48","MUE_12"
"fue 50","MUE_9"
"fue 51","MUE_30"
"fue 52","MUE_25"
"fue 54","MUE_15"
"fue 60","MUE_10"
"fue 62","MUE_16"
"fue 64","MUE_2"
"fue 65","MUE_27"
"fue 66","MUE_1"
"fue 67","MUE_26"
"fue 69","MUE_11"
"fue 79","MUE_32"
"fue 81","MUE_20"
"fue 84","MUE_33"
"fue 85","MUE_36"
"fue 87","MUE_7"
"fue 90","MUE_3"
"fue 93","MUE_18"
"fue 96","MUE_31"
