"fue","MUE"
"fue 4","MUE_14"
"fue 9","MUE_17"
"fue 13","MUE_5"
"fue 15","MUE_34"
"fue 18","MUE_1"
"fue 21","MUE_31"
"fue 29","MUE_16"
"fue 32","MUE_29"
"fue 35","MUE_33"
"fue 42","MUE_8"
"fue 43","MUE_6"
"fue 45","MUE_22"
"fue 46","MUE_19"
"fue 47","MUE_24"
"fue 49","MUE_3"
"fue 53","MUE_32"
"fue 56","MUE_7"
"fue 60","MUE_23"
"fue 65","MUE_15"
"fue 66","MUE_4"
"fue 67","MUE_10"
"fue 68","MUE_25"
"fue 79","MUE_9"
"fue 80","MUE_13"
"fue 81","MUE_27"
"fue 83","MUE_35"
"fue 84","MUE_18"
"fue 88","MUE_30"
"fue 89","MUE_20"
"fue 91","MUE_11"
"fue 92","MUE_21"
"fue 93","MUE_28"
"fue 94","MUE_36"
"fue 95","MUE_12"
"fue 101","MUE_26"
"fue 118","MUE_2"
