"fue","MUE"
"fue 1","MUE_8"
"fue 9","MUE_17"
"fue 11","MUE_23"
"fue 12","MUE_36"
"fue 13","MUE_28"
"fue 16","MUE_11"
"fue 19","MUE_20"
"fue 22","MUE_26"
"fue 24","MUE_22"
"fue 28","MUE_1"
"fue 34","MUE_4"
"fue 36","MUE_9"
"fue 38","MUE_10"
"fue 48","MUE_13"
"fue 52","MUE_33"
"fue 53","MUE_31"
"fue 54","MUE_15"
"fue 63","MUE_5"
"fue 64","MUE_35"
"fue 67","MUE_21"
"fue 75","MUE_32"
"fue 77","MUE_30"
"fue 78","MUE_25"
"fue 79","MUE_18"
"fue 80","MUE_7"
"fue 82","MUE_16"
"fue 84","MUE_24"
"fue 85","MUE_3"
"fue 90","MUE_29"
"fue 96","MUE_6"
"fue 98","MUE_14"
"fue 99","MUE_12"
"fue 104","MUE_19"
"fue 107","MUE_34"
"fue 113","MUE_2"
"fue 114","MUE_27"
