"fue","MUE"
"fue 1","MUE_24"
"fue 4","MUE_6"
"fue 5","MUE_18"
"fue 8","MUE_30"
"fue 9","MUE_5"
"fue 11","MUE_10"
"fue 13","MUE_17"
"fue 17","MUE_21"
"fue 21","MUE_31"
"fue 24","MUE_16"
"fue 27","MUE_14"
"fue 28","MUE_20"
"fue 34","MUE_11"
"fue 36","MUE_27"
"fue 39","MUE_8"
"fue 40","MUE_1"
"fue 45","MUE_22"
"fue 49","MUE_7"
"fue 51","MUE_2"
"fue 53","MUE_33"
"fue 54","MUE_35"
"fue 56","MUE_25"
"fue 59","MUE_26"
"fue 60","MUE_3"
"fue 62","MUE_12"
"fue 63","MUE_9"
"fue 71","MUE_13"
"fue 72","MUE_36"
"fue 76","MUE_32"
"fue 77","MUE_23"
"fue 78","MUE_34"
"fue 81","MUE_19"
"fue 83","MUE_29"
"fue 85","MUE_15"
"fue 90","MUE_28"
"fue 92","MUE_4"
