"fue","MUE"
"fue 2","MUE_11"
"fue 4","MUE_19"
"fue 5","MUE_34"
"fue 6","MUE_7"
"fue 7","MUE_35"
"fue 9","MUE_31"
"fue 13","MUE_25"
"fue 14","MUE_15"
"fue 15","MUE_14"
"fue 16","MUE_32"
"fue 20","MUE_26"
"fue 22","MUE_13"
"fue 23","MUE_1"
"fue 27","MUE_5"
"fue 28","MUE_23"
"fue 33","MUE_2"
"fue 36","MUE_18"
"fue 38","MUE_28"
"fue 40","MUE_16"
"fue 43","MUE_22"
"fue 45","MUE_33"
"fue 50","MUE_12"
"fue 51","MUE_24"
"fue 52","MUE_36"
"fue 53","MUE_20"
"fue 54","MUE_6"
"fue 57","MUE_17"
"fue 63","MUE_29"
"fue 66","MUE_3"
"fue 68","MUE_9"
"fue 70","MUE_27"
"fue 71","MUE_30"
"fue 73","MUE_10"
"fue 77","MUE_8"
"fue 79","MUE_21"
"fue 83","MUE_4"
