"fue","MUE"
"fue 2","MUE_12"
"fue 4","MUE_10"
"fue 8","MUE_24"
"fue 9","MUE_11"
"fue 11","MUE_22"
"fue 13","MUE_13"
"fue 14","MUE_26"
"fue 17","MUE_7"
"fue 18","MUE_3"
"fue 20","MUE_20"
"fue 24","MUE_5"
"fue 28","MUE_28"
"fue 29","MUE_35"
"fue 33","MUE_4"
"fue 34","MUE_30"
"fue 35","MUE_2"
"fue 36","MUE_19"
"fue 41","MUE_8"
"fue 45","MUE_33"
"fue 47","MUE_25"
"fue 54","MUE_9"
"fue 57","MUE_23"
"fue 59","MUE_16"
"fue 60","MUE_27"
"fue 63","MUE_29"
"fue 64","MUE_34"
"fue 66","MUE_1"
"fue 71","MUE_36"
"fue 78","MUE_21"
"fue 79","MUE_14"
"fue 85","MUE_17"
"fue 88","MUE_31"
"fue 89","MUE_32"
"fue 92","MUE_18"
"fue 93","MUE_6"
"fue 96","MUE_15"
