"fue","MUE"
"fue 4","MUE_21"
"fue 6","MUE_11"
"fue 11","MUE_12"
"fue 14","MUE_35"
"fue 18","MUE_20"
"fue 19","MUE_22"
"fue 22","MUE_33"
"fue 30","MUE_3"
"fue 33","MUE_7"
"fue 36","MUE_8"
"fue 37","MUE_29"
"fue 39","MUE_14"
"fue 43","MUE_2"
"fue 44","MUE_1"
"fue 50","MUE_32"
"fue 51","MUE_36"
"fue 52","MUE_26"
"fue 53","MUE_24"
"fue 54","MUE_23"
"fue 55","MUE_15"
"fue 57","MUE_19"
"fue 61","MUE_28"
"fue 64","MUE_34"
"fue 65","MUE_27"
"fue 68","MUE_18"
"fue 69","MUE_4"
"fue 72","MUE_16"
"fue 76","MUE_31"
"fue 77","MUE_10"
"fue 81","MUE_30"
"fue 85","MUE_9"
"fue 89","MUE_13"
"fue 90","MUE_17"
"fue 93","MUE_5"
"fue 94","MUE_25"
"fue 95","MUE_6"
