"fue","MUE"
"fue 9","MUE_17"
"fue 12","MUE_7"
"fue 15","MUE_22"
"fue 16","MUE_24"
"fue 17","MUE_35"
"fue 18","MUE_8"
"fue 19","MUE_13"
"fue 31","MUE_26"
"fue 33","MUE_2"
"fue 36","MUE_3"
"fue 44","MUE_10"
"fue 48","MUE_30"
"fue 49","MUE_31"
"fue 53","MUE_29"
"fue 54","MUE_5"
"fue 55","MUE_11"
"fue 57","MUE_18"
"fue 58","MUE_25"
"fue 59","MUE_14"
"fue 62","MUE_36"
"fue 66","MUE_16"
"fue 68","MUE_32"
"fue 69","MUE_33"
"fue 70","MUE_15"
"fue 72","MUE_21"
"fue 75","MUE_23"
"fue 77","MUE_9"
"fue 79","MUE_19"
"fue 82","MUE_12"
"fue 84","MUE_1"
"fue 88","MUE_4"
"fue 89","MUE_34"
"fue 90","MUE_6"
"fue 91","MUE_28"
"fue 93","MUE_27"
"fue 95","MUE_20"
