"fue","MUE"
"fue 3","MUE_33"
"fue 5","MUE_17"
"fue 7","MUE_26"
"fue 8","MUE_31"
"fue 9","MUE_2"
"fue 10","MUE_7"
"fue 12","MUE_14"
"fue 17","MUE_16"
"fue 19","MUE_13"
"fue 21","MUE_5"
"fue 26","MUE_6"
"fue 29","MUE_15"
"fue 30","MUE_11"
"fue 33","MUE_28"
"fue 36","MUE_27"
"fue 37","MUE_18"
"fue 38","MUE_3"
"fue 39","MUE_35"
"fue 41","MUE_8"
"fue 42","MUE_21"
"fue 48","MUE_29"
"fue 50","MUE_4"
"fue 51","MUE_9"
"fue 57","MUE_23"
"fue 60","MUE_34"
"fue 62","MUE_25"
"fue 63","MUE_19"
"fue 64","MUE_30"
"fue 65","MUE_12"
"fue 66","MUE_20"
"fue 71","MUE_32"
"fue 73","MUE_1"
"fue 74","MUE_36"
"fue 75","MUE_24"
"fue 77","MUE_10"
"fue 78","MUE_22"
