"fue","MUE"
"fue 1","MUE_33"
"fue 4","MUE_20"
"fue 8","MUE_22"
"fue 11","MUE_7"
"fue 15","MUE_12"
"fue 17","MUE_24"
"fue 18","MUE_19"
"fue 23","MUE_15"
"fue 25","MUE_2"
"fue 31","MUE_9"
"fue 35","MUE_6"
"fue 36","MUE_14"
"fue 37","MUE_36"
"fue 38","MUE_31"
"fue 39","MUE_27"
"fue 40","MUE_25"
"fue 42","MUE_16"
"fue 44","MUE_21"
"fue 50","MUE_3"
"fue 51","MUE_10"
"fue 52","MUE_11"
"fue 54","MUE_32"
"fue 55","MUE_4"
"fue 59","MUE_17"
"fue 60","MUE_5"
"fue 62","MUE_26"
"fue 72","MUE_8"
"fue 73","MUE_34"
"fue 75","MUE_18"
"fue 77","MUE_1"
"fue 81","MUE_35"
"fue 82","MUE_23"
"fue 83","MUE_30"
"fue 84","MUE_29"
"fue 88","MUE_13"
"fue 90","MUE_28"
