"fue","MUE"
"fue 3","MUE_7"
"fue 6","MUE_32"
"fue 10","MUE_16"
"fue 14","MUE_12"
"fue 15","MUE_21"
"fue 20","MUE_23"
"fue 21","MUE_3"
"fue 27","MUE_15"
"fue 31","MUE_36"
"fue 32","MUE_34"
"fue 34","MUE_33"
"fue 35","MUE_9"
"fue 37","MUE_22"
"fue 42","MUE_26"
"fue 44","MUE_17"
"fue 46","MUE_25"
"fue 47","MUE_28"
"fue 48","MUE_19"
"fue 51","MUE_24"
"fue 54","MUE_1"
"fue 55","MUE_5"
"fue 56","MUE_8"
"fue 59","MUE_31"
"fue 65","MUE_35"
"fue 67","MUE_4"
"fue 72","MUE_6"
"fue 81","MUE_30"
"fue 85","MUE_10"
"fue 88","MUE_20"
"fue 98","MUE_18"
"fue 99","MUE_13"
"fue 100","MUE_11"
"fue 101","MUE_2"
"fue 102","MUE_27"
"fue 103","MUE_14"
"fue 108","MUE_29"
