"fue","MUE"
"fue 2","MUE_13"
"fue 3","MUE_14"
"fue 4","MUE_35"
"fue 5","MUE_19"
"fue 8","MUE_21"
"fue 10","MUE_25"
"fue 11","MUE_16"
"fue 12","MUE_24"
"fue 13","MUE_8"
"fue 16","MUE_28"
"fue 17","MUE_17"
"fue 18","MUE_4"
"fue 21","MUE_26"
"fue 24","MUE_23"
"fue 25","MUE_7"
"fue 27","MUE_22"
"fue 28","MUE_12"
"fue 30","MUE_18"
"fue 31","MUE_20"
"fue 35","MUE_30"
"fue 38","MUE_29"
"fue 39","MUE_15"
"fue 42","MUE_36"
"fue 43","MUE_2"
"fue 47","MUE_5"
"fue 49","MUE_1"
"fue 51","MUE_11"
"fue 54","MUE_9"
"fue 55","MUE_6"
"fue 58","MUE_10"
"fue 60","MUE_32"
"fue 61","MUE_27"
"fue 62","MUE_3"
"fue 63","MUE_33"
"fue 64","MUE_34"
"fue 66","MUE_31"
