"fue","MUE"
"fue 1","MUE_35"
"fue 2","MUE_27"
"fue 4","MUE_19"
"fue 6","MUE_30"
"fue 8","MUE_22"
"fue 9","MUE_18"
"fue 10","MUE_31"
"fue 11","MUE_23"
"fue 12","MUE_34"
"fue 16","MUE_15"
"fue 17","MUE_6"
"fue 18","MUE_8"
"fue 19","MUE_28"
"fue 20","MUE_13"
"fue 21","MUE_36"
"fue 23","MUE_25"
"fue 24","MUE_12"
"fue 25","MUE_20"
"fue 27","MUE_33"
"fue 28","MUE_4"
"fue 30","MUE_24"
"fue 34","MUE_17"
"fue 35","MUE_5"
"fue 37","MUE_26"
"fue 38","MUE_14"
"fue 39","MUE_11"
"fue 40","MUE_3"
"fue 41","MUE_21"
"fue 42","MUE_7"
"fue 44","MUE_10"
"fue 46","MUE_32"
"fue 47","MUE_1"
"fue 49","MUE_16"
"fue 50","MUE_2"
"fue 51","MUE_9"
"fue 54","MUE_29"
