"fue","MUE"
"fue 1","MUE_4"
"fue 3","MUE_10"
"fue 4","MUE_12"
"fue 5","MUE_18"
"fue 7","MUE_28"
"fue 9","MUE_5"
"fue 10","MUE_23"
"fue 11","MUE_7"
"fue 12","MUE_19"
"fue 14","MUE_6"
"fue 15","MUE_15"
"fue 19","MUE_20"
"fue 21","MUE_1"
"fue 22","MUE_22"
"fue 24","MUE_36"
"fue 27","MUE_8"
"fue 28","MUE_13"
"fue 29","MUE_25"
"fue 30","MUE_32"
"fue 31","MUE_31"
"fue 33","MUE_29"
"fue 34","MUE_2"
"fue 35","MUE_34"
"fue 37","MUE_9"
"fue 38","MUE_27"
"fue 39","MUE_3"
"fue 40","MUE_11"
"fue 41","MUE_17"
"fue 43","MUE_16"
"fue 44","MUE_14"
"fue 47","MUE_21"
"fue 50","MUE_30"
"fue 51","MUE_24"
"fue 52","MUE_33"
"fue 53","MUE_26"
"fue 54","MUE_35"
