"fue","MUE"
"fue 1","MUE_28"
"fue 6","MUE_3"
"fue 9","MUE_35"
"fue 10","MUE_4"
"fue 14","MUE_21"
"fue 15","MUE_8"
"fue 21","MUE_9"
"fue 22","MUE_33"
"fue 23","MUE_31"
"fue 29","MUE_27"
"fue 32","MUE_17"
"fue 33","MUE_20"
"fue 35","MUE_18"
"fue 36","MUE_34"
"fue 38","MUE_10"
"fue 40","MUE_12"
"fue 42","MUE_2"
"fue 50","MUE_19"
"fue 52","MUE_24"
"fue 59","MUE_22"
"fue 63","MUE_15"
"fue 71","MUE_25"
"fue 72","MUE_26"
"fue 73","MUE_1"
"fue 74","MUE_30"
"fue 75","MUE_5"
"fue 78","MUE_36"
"fue 84","MUE_13"
"fue 89","MUE_6"
"fue 99","MUE_29"
"fue 100","MUE_14"
"fue 104","MUE_23"
"fue 106","MUE_7"
"fue 108","MUE_16"
"fue 111","MUE_11"
"fue 116","MUE_32"
