"fue","MUE"
"fue 4","MUE_20"
"fue 5","MUE_9"
"fue 8","MUE_5"
"fue 10","MUE_4"
"fue 15","MUE_30"
"fue 18","MUE_11"
"fue 20","MUE_36"
"fue 26","MUE_3"
"fue 27","MUE_7"
"fue 29","MUE_1"
"fue 32","MUE_14"
"fue 37","MUE_24"
"fue 38","MUE_8"
"fue 43","MUE_34"
"fue 45","MUE_15"
"fue 51","MUE_16"
"fue 53","MUE_29"
"fue 54","MUE_18"
"fue 58","MUE_28"
"fue 61","MUE_33"
"fue 63","MUE_17"
"fue 69","MUE_22"
"fue 71","MUE_27"
"fue 73","MUE_31"
"fue 76","MUE_10"
"fue 79","MUE_35"
"fue 80","MUE_32"
"fue 81","MUE_21"
"fue 82","MUE_13"
"fue 88","MUE_25"
"fue 89","MUE_2"
"fue 96","MUE_12"
"fue 98","MUE_19"
"fue 100","MUE_23"
"fue 101","MUE_6"
"fue 103","MUE_26"
