"fue","MUE"
"fue 5","MUE_35"
"fue 8","MUE_8"
"fue 11","MUE_15"
"fue 12","MUE_12"
"fue 13","MUE_20"
"fue 14","MUE_10"
"fue 17","MUE_23"
"fue 22","MUE_2"
"fue 25","MUE_29"
"fue 26","MUE_32"
"fue 29","MUE_7"
"fue 33","MUE_19"
"fue 35","MUE_9"
"fue 43","MUE_14"
"fue 48","MUE_28"
"fue 49","MUE_26"
"fue 52","MUE_33"
"fue 55","MUE_5"
"fue 67","MUE_4"
"fue 72","MUE_18"
"fue 73","MUE_16"
"fue 74","MUE_11"
"fue 76","MUE_25"
"fue 77","MUE_30"
"fue 78","MUE_36"
"fue 79","MUE_1"
"fue 83","MUE_34"
"fue 84","MUE_17"
"fue 90","MUE_6"
"fue 93","MUE_31"
"fue 95","MUE_22"
"fue 98","MUE_3"
"fue 100","MUE_24"
"fue 101","MUE_13"
"fue 104","MUE_21"
"fue 107","MUE_27"
