"fue","MUE"
"fue 11","MUE_19"
"fue 12","MUE_23"
"fue 13","MUE_4"
"fue 23","MUE_5"
"fue 32","MUE_18"
"fue 33","MUE_30"
"fue 37","MUE_16"
"fue 42","MUE_7"
"fue 43","MUE_28"
"fue 47","MUE_27"
"fue 48","MUE_13"
"fue 50","MUE_3"
"fue 52","MUE_25"
"fue 53","MUE_34"
"fue 54","MUE_2"
"fue 62","MUE_1"
"fue 67","MUE_12"
"fue 71","MUE_24"
"fue 74","MUE_8"
"fue 77","MUE_32"
"fue 78","MUE_17"
"fue 80","MUE_11"
"fue 81","MUE_36"
"fue 82","MUE_10"
"fue 84","MUE_31"
"fue 85","MUE_33"
"fue 89","MUE_21"
"fue 90","MUE_29"
"fue 91","MUE_20"
"fue 92","MUE_22"
"fue 96","MUE_14"
"fue 98","MUE_15"
"fue 99","MUE_26"
"fue 100","MUE_6"
"fue 102","MUE_9"
"fue 108","MUE_35"
