"fue","MUE"
"fue 2","MUE_7"
"fue 3","MUE_16"
"fue 6","MUE_34"
"fue 12","MUE_4"
"fue 15","MUE_25"
"fue 19","MUE_29"
"fue 20","MUE_24"
"fue 23","MUE_5"
"fue 26","MUE_3"
"fue 27","MUE_28"
"fue 29","MUE_2"
"fue 35","MUE_23"
"fue 37","MUE_27"
"fue 50","MUE_19"
"fue 53","MUE_36"
"fue 55","MUE_10"
"fue 57","MUE_30"
"fue 62","MUE_14"
"fue 64","MUE_22"
"fue 66","MUE_1"
"fue 67","MUE_21"
"fue 68","MUE_33"
"fue 69","MUE_9"
"fue 72","MUE_13"
"fue 75","MUE_31"
"fue 78","MUE_26"
"fue 80","MUE_6"
"fue 84","MUE_12"
"fue 90","MUE_17"
"fue 95","MUE_35"
"fue 98","MUE_18"
"fue 99","MUE_15"
"fue 102","MUE_20"
"fue 103","MUE_11"
"fue 104","MUE_8"
"fue 108","MUE_32"
