"fue","MUE"
"fue 9","MUE_6"
"fue 10","MUE_32"
"fue 11","MUE_1"
"fue 12","MUE_29"
"fue 17","MUE_36"
"fue 20","MUE_22"
"fue 23","MUE_13"
"fue 27","MUE_16"
"fue 33","MUE_35"
"fue 34","MUE_5"
"fue 39","MUE_25"
"fue 40","MUE_31"
"fue 45","MUE_17"
"fue 47","MUE_15"
"fue 55","MUE_26"
"fue 57","MUE_28"
"fue 58","MUE_33"
"fue 63","MUE_12"
"fue 66","MUE_8"
"fue 70","MUE_18"
"fue 71","MUE_10"
"fue 75","MUE_4"
"fue 76","MUE_20"
"fue 77","MUE_30"
"fue 80","MUE_19"
"fue 82","MUE_24"
"fue 85","MUE_3"
"fue 87","MUE_11"
"fue 97","MUE_7"
"fue 102","MUE_23"
"fue 112","MUE_34"
"fue 113","MUE_9"
"fue 114","MUE_14"
"fue 118","MUE_2"
"fue 119","MUE_21"
"fue 120","MUE_27"
