"fue","MUE"
"fue 5","MUE_28"
"fue 6","MUE_11"
"fue 10","MUE_12"
"fue 12","MUE_16"
"fue 15","MUE_26"
"fue 17","MUE_1"
"fue 18","MUE_35"
"fue 22","MUE_15"
"fue 26","MUE_6"
"fue 34","MUE_4"
"fue 35","MUE_7"
"fue 39","MUE_24"
"fue 40","MUE_29"
"fue 42","MUE_33"
"fue 44","MUE_30"
"fue 46","MUE_20"
"fue 53","MUE_5"
"fue 55","MUE_14"
"fue 57","MUE_32"
"fue 63","MUE_13"
"fue 64","MUE_2"
"fue 65","MUE_21"
"fue 69","MUE_10"
"fue 72","MUE_9"
"fue 74","MUE_36"
"fue 75","MUE_25"
"fue 79","MUE_3"
"fue 84","MUE_17"
"fue 95","MUE_23"
"fue 98","MUE_31"
"fue 99","MUE_22"
"fue 103","MUE_27"
"fue 107","MUE_8"
"fue 111","MUE_18"
"fue 113","MUE_34"
"fue 114","MUE_19"
