"fue","MUE"
"fue 1","MUE_25"
"fue 2","MUE_36"
"fue 5","MUE_10"
"fue 9","MUE_33"
"fue 11","MUE_13"
"fue 14","MUE_22"
"fue 16","MUE_3"
"fue 22","MUE_23"
"fue 23","MUE_11"
"fue 24","MUE_5"
"fue 25","MUE_35"
"fue 26","MUE_24"
"fue 28","MUE_8"
"fue 30","MUE_27"
"fue 31","MUE_30"
"fue 32","MUE_20"
"fue 34","MUE_6"
"fue 35","MUE_7"
"fue 36","MUE_17"
"fue 45","MUE_28"
"fue 48","MUE_15"
"fue 49","MUE_4"
"fue 53","MUE_21"
"fue 62","MUE_2"
"fue 66","MUE_34"
"fue 68","MUE_32"
"fue 74","MUE_9"
"fue 75","MUE_18"
"fue 78","MUE_19"
"fue 82","MUE_31"
"fue 88","MUE_12"
"fue 93","MUE_26"
"fue 94","MUE_14"
"fue 100","MUE_16"
"fue 102","MUE_1"
"fue 104","MUE_29"
