"fue","MUE"
"fue 1","MUE_30"
"fue 13","MUE_10"
"fue 14","MUE_22"
"fue 17","MUE_33"
"fue 20","MUE_20"
"fue 21","MUE_13"
"fue 23","MUE_16"
"fue 24","MUE_8"
"fue 25","MUE_18"
"fue 27","MUE_9"
"fue 32","MUE_19"
"fue 34","MUE_17"
"fue 35","MUE_34"
"fue 37","MUE_23"
"fue 39","MUE_31"
"fue 40","MUE_35"
"fue 41","MUE_29"
"fue 42","MUE_32"
"fue 43","MUE_1"
"fue 46","MUE_6"
"fue 47","MUE_36"
"fue 54","MUE_7"
"fue 63","MUE_27"
"fue 64","MUE_3"
"fue 67","MUE_21"
"fue 75","MUE_12"
"fue 77","MUE_24"
"fue 81","MUE_28"
"fue 82","MUE_26"
"fue 86","MUE_14"
"fue 89","MUE_4"
"fue 92","MUE_2"
"fue 98","MUE_25"
"fue 101","MUE_11"
"fue 103","MUE_5"
"fue 104","MUE_15"
