"fue","MUE"
"fue 1","MUE_6"
"fue 3","MUE_12"
"fue 4","MUE_13"
"fue 5","MUE_20"
"fue 9","MUE_3"
"fue 14","MUE_2"
"fue 15","MUE_4"
"fue 16","MUE_11"
"fue 18","MUE_9"
"fue 21","MUE_26"
"fue 25","MUE_19"
"fue 30","MUE_33"
"fue 33","MUE_14"
"fue 40","MUE_27"
"fue 43","MUE_36"
"fue 46","MUE_23"
"fue 48","MUE_21"
"fue 49","MUE_5"
"fue 50","MUE_8"
"fue 57","MUE_15"
"fue 58","MUE_17"
"fue 59","MUE_29"
"fue 61","MUE_35"
"fue 62","MUE_10"
"fue 65","MUE_25"
"fue 67","MUE_16"
"fue 72","MUE_7"
"fue 74","MUE_34"
"fue 77","MUE_24"
"fue 78","MUE_30"
"fue 79","MUE_31"
"fue 86","MUE_18"
"fue 92","MUE_32"
"fue 101","MUE_28"
"fue 107","MUE_1"
"fue 108","MUE_22"
