"fue","MUE"
"fue 1","MUE_26"
"fue 5","MUE_29"
"fue 8","MUE_23"
"fue 10","MUE_16"
"fue 12","MUE_4"
"fue 13","MUE_32"
"fue 14","MUE_12"
"fue 15","MUE_6"
"fue 16","MUE_27"
"fue 19","MUE_13"
"fue 20","MUE_19"
"fue 21","MUE_30"
"fue 23","MUE_22"
"fue 24","MUE_36"
"fue 25","MUE_25"
"fue 26","MUE_5"
"fue 29","MUE_9"
"fue 30","MUE_3"
"fue 31","MUE_2"
"fue 32","MUE_24"
"fue 33","MUE_8"
"fue 35","MUE_20"
"fue 36","MUE_34"
"fue 37","MUE_33"
"fue 38","MUE_14"
"fue 39","MUE_18"
"fue 41","MUE_1"
"fue 42","MUE_11"
"fue 43","MUE_28"
"fue 44","MUE_7"
"fue 45","MUE_17"
"fue 46","MUE_10"
"fue 47","MUE_31"
"fue 48","MUE_21"
"fue 51","MUE_15"
"fue 52","MUE_35"
