"fue","MUE"
"fue 2","MUE_36"
"fue 4","MUE_35"
"fue 6","MUE_15"
"fue 7","MUE_6"
"fue 8","MUE_23"
"fue 9","MUE_19"
"fue 10","MUE_31"
"fue 13","MUE_17"
"fue 16","MUE_5"
"fue 19","MUE_2"
"fue 20","MUE_16"
"fue 21","MUE_32"
"fue 24","MUE_3"
"fue 28","MUE_18"
"fue 29","MUE_1"
"fue 30","MUE_14"
"fue 31","MUE_34"
"fue 35","MUE_33"
"fue 37","MUE_26"
"fue 38","MUE_8"
"fue 40","MUE_10"
"fue 42","MUE_21"
"fue 44","MUE_28"
"fue 48","MUE_11"
"fue 49","MUE_22"
"fue 50","MUE_13"
"fue 53","MUE_29"
"fue 54","MUE_27"
"fue 55","MUE_24"
"fue 56","MUE_9"
"fue 57","MUE_30"
"fue 58","MUE_25"
"fue 59","MUE_12"
"fue 62","MUE_4"
"fue 63","MUE_7"
"fue 64","MUE_20"
