"fue","MUE"
"fue 1","MUE_12"
"fue 5","MUE_34"
"fue 11","MUE_3"
"fue 12","MUE_17"
"fue 19","MUE_30"
"fue 21","MUE_8"
"fue 22","MUE_32"
"fue 27","MUE_6"
"fue 28","MUE_21"
"fue 30","MUE_29"
"fue 35","MUE_36"
"fue 36","MUE_24"
"fue 37","MUE_35"
"fue 40","MUE_23"
"fue 41","MUE_33"
"fue 42","MUE_14"
"fue 44","MUE_10"
"fue 45","MUE_26"
"fue 46","MUE_7"
"fue 47","MUE_5"
"fue 52","MUE_22"
"fue 56","MUE_18"
"fue 59","MUE_13"
"fue 60","MUE_27"
"fue 63","MUE_11"
"fue 64","MUE_4"
"fue 65","MUE_28"
"fue 73","MUE_2"
"fue 77","MUE_31"
"fue 83","MUE_15"
"fue 84","MUE_16"
"fue 90","MUE_25"
"fue 96","MUE_9"
"fue 97","MUE_20"
"fue 100","MUE_1"
"fue 101","MUE_19"
