"fue","MUE"
"fue 1","MUE_13"
"fue 3","MUE_9"
"fue 4","MUE_29"
"fue 6","MUE_30"
"fue 7","MUE_8"
"fue 9","MUE_24"
"fue 10","MUE_22"
"fue 12","MUE_25"
"fue 14","MUE_11"
"fue 15","MUE_6"
"fue 17","MUE_19"
"fue 19","MUE_15"
"fue 20","MUE_5"
"fue 23","MUE_16"
"fue 25","MUE_36"
"fue 26","MUE_23"
"fue 27","MUE_21"
"fue 28","MUE_28"
"fue 29","MUE_26"
"fue 30","MUE_34"
"fue 32","MUE_33"
"fue 33","MUE_12"
"fue 34","MUE_18"
"fue 35","MUE_31"
"fue 36","MUE_10"
"fue 38","MUE_3"
"fue 39","MUE_2"
"fue 40","MUE_20"
"fue 41","MUE_1"
"fue 43","MUE_7"
"fue 44","MUE_17"
"fue 46","MUE_35"
"fue 50","MUE_27"
"fue 51","MUE_4"
"fue 52","MUE_32"
"fue 53","MUE_14"
