"fue","MUE"
"fue 4","MUE_21"
"fue 8","MUE_6"
"fue 10","MUE_15"
"fue 12","MUE_35"
"fue 13","MUE_33"
"fue 15","MUE_10"
"fue 16","MUE_24"
"fue 17","MUE_11"
"fue 18","MUE_19"
"fue 28","MUE_31"
"fue 29","MUE_4"
"fue 34","MUE_13"
"fue 37","MUE_14"
"fue 38","MUE_2"
"fue 40","MUE_36"
"fue 45","MUE_18"
"fue 47","MUE_32"
"fue 48","MUE_16"
"fue 53","MUE_27"
"fue 55","MUE_30"
"fue 58","MUE_17"
"fue 60","MUE_28"
"fue 66","MUE_12"
"fue 71","MUE_20"
"fue 74","MUE_34"
"fue 75","MUE_26"
"fue 78","MUE_9"
"fue 79","MUE_5"
"fue 80","MUE_8"
"fue 81","MUE_7"
"fue 85","MUE_3"
"fue 88","MUE_1"
"fue 93","MUE_23"
"fue 94","MUE_22"
"fue 95","MUE_29"
"fue 96","MUE_25"
