"fue","MUE"
"fue 1","MUE_12"
"fue 3","MUE_9"
"fue 5","MUE_16"
"fue 6","MUE_5"
"fue 7","MUE_25"
"fue 8","MUE_17"
"fue 11","MUE_21"
"fue 12","MUE_20"
"fue 14","MUE_30"
"fue 16","MUE_13"
"fue 19","MUE_3"
"fue 20","MUE_23"
"fue 21","MUE_6"
"fue 22","MUE_24"
"fue 23","MUE_36"
"fue 24","MUE_10"
"fue 26","MUE_14"
"fue 27","MUE_34"
"fue 28","MUE_32"
"fue 30","MUE_22"
"fue 31","MUE_1"
"fue 33","MUE_29"
"fue 34","MUE_11"
"fue 35","MUE_2"
"fue 39","MUE_7"
"fue 41","MUE_15"
"fue 48","MUE_33"
"fue 49","MUE_19"
"fue 50","MUE_4"
"fue 51","MUE_18"
"fue 52","MUE_8"
"fue 54","MUE_35"
"fue 56","MUE_26"
"fue 57","MUE_31"
"fue 58","MUE_27"
"fue 60","MUE_28"
