"fue","MUE"
"fue 1","MUE_13"
"fue 11","MUE_36"
"fue 12","MUE_17"
"fue 15","MUE_12"
"fue 16","MUE_8"
"fue 17","MUE_15"
"fue 20","MUE_34"
"fue 21","MUE_28"
"fue 22","MUE_24"
"fue 23","MUE_3"
"fue 28","MUE_5"
"fue 30","MUE_16"
"fue 49","MUE_33"
"fue 55","MUE_11"
"fue 56","MUE_18"
"fue 58","MUE_14"
"fue 59","MUE_23"
"fue 62","MUE_2"
"fue 64","MUE_30"
"fue 65","MUE_31"
"fue 67","MUE_29"
"fue 72","MUE_27"
"fue 74","MUE_21"
"fue 78","MUE_6"
"fue 79","MUE_10"
"fue 88","MUE_20"
"fue 89","MUE_7"
"fue 90","MUE_1"
"fue 92","MUE_26"
"fue 93","MUE_19"
"fue 105","MUE_22"
"fue 109","MUE_9"
"fue 111","MUE_32"
"fue 115","MUE_25"
"fue 118","MUE_4"
"fue 119","MUE_35"
