"fue","MUE"
"fue 1","MUE_20"
"fue 6","MUE_19"
"fue 7","MUE_27"
"fue 8","MUE_3"
"fue 11","MUE_31"
"fue 13","MUE_1"
"fue 16","MUE_18"
"fue 19","MUE_11"
"fue 20","MUE_7"
"fue 21","MUE_17"
"fue 22","MUE_13"
"fue 23","MUE_4"
"fue 25","MUE_16"
"fue 26","MUE_36"
"fue 28","MUE_15"
"fue 32","MUE_35"
"fue 34","MUE_12"
"fue 35","MUE_2"
"fue 37","MUE_21"
"fue 38","MUE_22"
"fue 44","MUE_9"
"fue 46","MUE_33"
"fue 47","MUE_28"
"fue 51","MUE_34"
"fue 52","MUE_26"
"fue 53","MUE_32"
"fue 54","MUE_23"
"fue 62","MUE_25"
"fue 63","MUE_8"
"fue 64","MUE_10"
"fue 65","MUE_24"
"fue 70","MUE_14"
"fue 72","MUE_5"
"fue 73","MUE_30"
"fue 74","MUE_6"
"fue 75","MUE_29"
