"fue","MUE"
"fue 2","MUE_24"
"fue 3","MUE_16"
"fue 4","MUE_7"
"fue 18","MUE_29"
"fue 19","MUE_10"
"fue 21","MUE_33"
"fue 25","MUE_13"
"fue 27","MUE_28"
"fue 28","MUE_22"
"fue 29","MUE_19"
"fue 31","MUE_30"
"fue 33","MUE_11"
"fue 35","MUE_35"
"fue 36","MUE_9"
"fue 37","MUE_1"
"fue 38","MUE_15"
"fue 42","MUE_2"
"fue 44","MUE_34"
"fue 48","MUE_23"
"fue 49","MUE_5"
"fue 52","MUE_32"
"fue 53","MUE_8"
"fue 57","MUE_17"
"fue 59","MUE_4"
"fue 61","MUE_18"
"fue 64","MUE_31"
"fue 65","MUE_25"
"fue 69","MUE_12"
"fue 74","MUE_27"
"fue 75","MUE_36"
"fue 76","MUE_3"
"fue 82","MUE_14"
"fue 83","MUE_26"
"fue 86","MUE_6"
"fue 88","MUE_21"
"fue 90","MUE_20"
