"fue","MUE"
"fue 1","MUE_10"
"fue 2","MUE_14"
"fue 3","MUE_5"
"fue 4","MUE_17"
"fue 5","MUE_21"
"fue 6","MUE_16"
"fue 10","MUE_23"
"fue 11","MUE_8"
"fue 14","MUE_9"
"fue 15","MUE_2"
"fue 17","MUE_12"
"fue 18","MUE_20"
"fue 19","MUE_22"
"fue 23","MUE_26"
"fue 24","MUE_31"
"fue 25","MUE_7"
"fue 29","MUE_27"
"fue 31","MUE_24"
"fue 33","MUE_3"
"fue 42","MUE_28"
"fue 43","MUE_36"
"fue 45","MUE_6"
"fue 46","MUE_15"
"fue 47","MUE_4"
"fue 48","MUE_25"
"fue 49","MUE_34"
"fue 50","MUE_32"
"fue 55","MUE_1"
"fue 57","MUE_33"
"fue 62","MUE_35"
"fue 63","MUE_11"
"fue 64","MUE_13"
"fue 65","MUE_30"
"fue 67","MUE_29"
"fue 70","MUE_18"
"fue 72","MUE_19"
