"fue","MUE"
"fue 1","MUE_9"
"fue 2","MUE_12"
"fue 6","MUE_17"
"fue 7","MUE_6"
"fue 10","MUE_1"
"fue 16","MUE_7"
"fue 18","MUE_2"
"fue 19","MUE_22"
"fue 20","MUE_24"
"fue 24","MUE_29"
"fue 29","MUE_10"
"fue 30","MUE_8"
"fue 31","MUE_15"
"fue 33","MUE_26"
"fue 34","MUE_35"
"fue 40","MUE_3"
"fue 45","MUE_21"
"fue 47","MUE_33"
"fue 49","MUE_34"
"fue 53","MUE_20"
"fue 55","MUE_27"
"fue 57","MUE_16"
"fue 59","MUE_30"
"fue 63","MUE_18"
"fue 66","MUE_14"
"fue 67","MUE_13"
"fue 71","MUE_32"
"fue 72","MUE_5"
"fue 76","MUE_36"
"fue 79","MUE_4"
"fue 81","MUE_23"
"fue 85","MUE_25"
"fue 87","MUE_31"
"fue 92","MUE_11"
"fue 100","MUE_28"
"fue 101","MUE_19"
