"fue","MUE"
"fue 1","MUE_36"
"fue 4","MUE_19"
"fue 5","MUE_27"
"fue 6","MUE_33"
"fue 7","MUE_28"
"fue 9","MUE_15"
"fue 10","MUE_5"
"fue 12","MUE_17"
"fue 13","MUE_29"
"fue 16","MUE_22"
"fue 17","MUE_13"
"fue 18","MUE_10"
"fue 24","MUE_26"
"fue 26","MUE_24"
"fue 27","MUE_6"
"fue 30","MUE_20"
"fue 32","MUE_21"
"fue 34","MUE_35"
"fue 36","MUE_34"
"fue 38","MUE_8"
"fue 39","MUE_31"
"fue 42","MUE_25"
"fue 43","MUE_12"
"fue 45","MUE_16"
"fue 47","MUE_18"
"fue 48","MUE_30"
"fue 51","MUE_3"
"fue 53","MUE_7"
"fue 55","MUE_2"
"fue 56","MUE_11"
"fue 57","MUE_14"
"fue 58","MUE_23"
"fue 60","MUE_9"
"fue 61","MUE_4"
"fue 62","MUE_32"
"fue 66","MUE_1"
