"fue","MUE"
"fue 2","MUE_36"
"fue 3","MUE_10"
"fue 4","MUE_35"
"fue 6","MUE_21"
"fue 7","MUE_2"
"fue 8","MUE_9"
"fue 11","MUE_11"
"fue 17","MUE_33"
"fue 20","MUE_15"
"fue 21","MUE_6"
"fue 27","MUE_22"
"fue 29","MUE_31"
"fue 30","MUE_16"
"fue 32","MUE_3"
"fue 38","MUE_32"
"fue 41","MUE_20"
"fue 44","MUE_7"
"fue 52","MUE_19"
"fue 55","MUE_14"
"fue 56","MUE_27"
"fue 61","MUE_34"
"fue 62","MUE_23"
"fue 63","MUE_25"
"fue 64","MUE_18"
"fue 67","MUE_5"
"fue 68","MUE_24"
"fue 71","MUE_17"
"fue 73","MUE_29"
"fue 75","MUE_4"
"fue 77","MUE_8"
"fue 80","MUE_28"
"fue 81","MUE_13"
"fue 84","MUE_26"
"fue 85","MUE_12"
"fue 89","MUE_1"
"fue 96","MUE_30"
