"fue","MUE"
"fue 2","MUE_3"
"fue 3","MUE_8"
"fue 6","MUE_19"
"fue 7","MUE_29"
"fue 8","MUE_25"
"fue 14","MUE_5"
"fue 20","MUE_4"
"fue 21","MUE_22"
"fue 27","MUE_26"
"fue 28","MUE_1"
"fue 33","MUE_6"
"fue 36","MUE_9"
"fue 38","MUE_2"
"fue 40","MUE_18"
"fue 41","MUE_28"
"fue 45","MUE_7"
"fue 46","MUE_16"
"fue 47","MUE_10"
"fue 58","MUE_31"
"fue 62","MUE_17"
"fue 63","MUE_32"
"fue 66","MUE_11"
"fue 68","MUE_36"
"fue 70","MUE_14"
"fue 73","MUE_33"
"fue 76","MUE_12"
"fue 80","MUE_35"
"fue 83","MUE_24"
"fue 85","MUE_23"
"fue 91","MUE_34"
"fue 97","MUE_21"
"fue 99","MUE_27"
"fue 100","MUE_15"
"fue 115","MUE_20"
"fue 116","MUE_13"
"fue 118","MUE_30"
