"fue","MUE"
"fue 1","MUE_22"
"fue 8","MUE_7"
"fue 11","MUE_8"
"fue 12","MUE_27"
"fue 18","MUE_34"
"fue 19","MUE_33"
"fue 20","MUE_18"
"fue 22","MUE_25"
"fue 23","MUE_32"
"fue 25","MUE_30"
"fue 26","MUE_2"
"fue 28","MUE_13"
"fue 29","MUE_26"
"fue 30","MUE_15"
"fue 35","MUE_5"
"fue 36","MUE_36"
"fue 37","MUE_16"
"fue 38","MUE_19"
"fue 43","MUE_6"
"fue 44","MUE_35"
"fue 45","MUE_20"
"fue 47","MUE_12"
"fue 50","MUE_1"
"fue 51","MUE_23"
"fue 52","MUE_31"
"fue 56","MUE_29"
"fue 59","MUE_10"
"fue 60","MUE_14"
"fue 62","MUE_3"
"fue 63","MUE_11"
"fue 69","MUE_17"
"fue 71","MUE_21"
"fue 73","MUE_4"
"fue 74","MUE_9"
"fue 77","MUE_28"
"fue 78","MUE_24"
