"fue","MUE"
"fue 1","MUE_24"
"fue 4","MUE_12"
"fue 5","MUE_17"
"fue 6","MUE_35"
"fue 7","MUE_5"
"fue 9","MUE_6"
"fue 11","MUE_30"
"fue 12","MUE_1"
"fue 13","MUE_23"
"fue 15","MUE_32"
"fue 16","MUE_29"
"fue 18","MUE_13"
"fue 20","MUE_25"
"fue 22","MUE_11"
"fue 24","MUE_18"
"fue 25","MUE_14"
"fue 26","MUE_8"
"fue 28","MUE_15"
"fue 30","MUE_21"
"fue 33","MUE_20"
"fue 34","MUE_10"
"fue 36","MUE_22"
"fue 41","MUE_28"
"fue 50","MUE_2"
"fue 52","MUE_9"
"fue 53","MUE_16"
"fue 54","MUE_4"
"fue 55","MUE_7"
"fue 57","MUE_34"
"fue 58","MUE_27"
"fue 62","MUE_33"
"fue 67","MUE_36"
"fue 68","MUE_31"
"fue 70","MUE_19"
"fue 71","MUE_26"
"fue 72","MUE_3"
