"fue","MUE"
"fue 2","MUE_14"
"fue 3","MUE_11"
"fue 4","MUE_23"
"fue 5","MUE_13"
"fue 8","MUE_1"
"fue 12","MUE_33"
"fue 18","MUE_10"
"fue 21","MUE_3"
"fue 24","MUE_7"
"fue 26","MUE_12"
"fue 31","MUE_22"
"fue 32","MUE_27"
"fue 35","MUE_34"
"fue 37","MUE_25"
"fue 39","MUE_19"
"fue 41","MUE_26"
"fue 44","MUE_30"
"fue 45","MUE_5"
"fue 46","MUE_32"
"fue 49","MUE_4"
"fue 50","MUE_2"
"fue 51","MUE_36"
"fue 54","MUE_17"
"fue 59","MUE_21"
"fue 66","MUE_29"
"fue 67","MUE_20"
"fue 68","MUE_6"
"fue 69","MUE_18"
"fue 73","MUE_28"
"fue 78","MUE_16"
"fue 79","MUE_8"
"fue 82","MUE_15"
"fue 84","MUE_9"
"fue 85","MUE_31"
"fue 88","MUE_35"
"fue 90","MUE_24"
