"fue","MUE"
"fue 2","MUE_36"
"fue 6","MUE_1"
"fue 7","MUE_35"
"fue 10","MUE_5"
"fue 16","MUE_30"
"fue 18","MUE_18"
"fue 21","MUE_32"
"fue 22","MUE_11"
"fue 24","MUE_24"
"fue 26","MUE_17"
"fue 28","MUE_28"
"fue 33","MUE_12"
"fue 40","MUE_4"
"fue 42","MUE_8"
"fue 43","MUE_27"
"fue 44","MUE_22"
"fue 45","MUE_33"
"fue 47","MUE_25"
"fue 48","MUE_31"
"fue 57","MUE_16"
"fue 59","MUE_21"
"fue 60","MUE_23"
"fue 61","MUE_20"
"fue 63","MUE_10"
"fue 66","MUE_6"
"fue 72","MUE_29"
"fue 77","MUE_26"
"fue 80","MUE_15"
"fue 82","MUE_3"
"fue 85","MUE_13"
"fue 93","MUE_7"
"fue 94","MUE_9"
"fue 95","MUE_2"
"fue 96","MUE_14"
"fue 99","MUE_19"
"fue 102","MUE_34"
