"fue","MUE"
"fue 1","MUE_14"
"fue 2","MUE_35"
"fue 4","MUE_26"
"fue 5","MUE_27"
"fue 6","MUE_31"
"fue 7","MUE_16"
"fue 9","MUE_12"
"fue 13","MUE_6"
"fue 14","MUE_20"
"fue 18","MUE_36"
"fue 19","MUE_24"
"fue 20","MUE_21"
"fue 22","MUE_23"
"fue 23","MUE_13"
"fue 24","MUE_2"
"fue 28","MUE_29"
"fue 30","MUE_32"
"fue 33","MUE_28"
"fue 35","MUE_25"
"fue 36","MUE_19"
"fue 41","MUE_9"
"fue 42","MUE_3"
"fue 46","MUE_1"
"fue 47","MUE_15"
"fue 48","MUE_7"
"fue 49","MUE_4"
"fue 50","MUE_22"
"fue 52","MUE_34"
"fue 54","MUE_5"
"fue 55","MUE_11"
"fue 58","MUE_10"
"fue 59","MUE_33"
"fue 61","MUE_30"
"fue 62","MUE_17"
"fue 63","MUE_18"
"fue 65","MUE_8"
