"fue","MUE"
"fue 1","MUE_5"
"fue 2","MUE_25"
"fue 3","MUE_18"
"fue 6","MUE_36"
"fue 7","MUE_31"
"fue 8","MUE_11"
"fue 10","MUE_2"
"fue 13","MUE_27"
"fue 16","MUE_9"
"fue 18","MUE_17"
"fue 20","MUE_16"
"fue 21","MUE_24"
"fue 25","MUE_32"
"fue 26","MUE_8"
"fue 29","MUE_22"
"fue 30","MUE_19"
"fue 31","MUE_12"
"fue 32","MUE_14"
"fue 37","MUE_26"
"fue 39","MUE_28"
"fue 40","MUE_15"
"fue 41","MUE_29"
"fue 44","MUE_6"
"fue 45","MUE_10"
"fue 46","MUE_13"
"fue 47","MUE_23"
"fue 48","MUE_4"
"fue 49","MUE_30"
"fue 50","MUE_34"
"fue 51","MUE_7"
"fue 52","MUE_35"
"fue 53","MUE_21"
"fue 57","MUE_33"
"fue 58","MUE_20"
"fue 59","MUE_1"
"fue 60","MUE_3"
