"fue","MUE"
"fue 1","MUE_24"
"fue 2","MUE_33"
"fue 5","MUE_16"
"fue 6","MUE_10"
"fue 7","MUE_36"
"fue 8","MUE_31"
"fue 17","MUE_17"
"fue 23","MUE_1"
"fue 27","MUE_35"
"fue 30","MUE_21"
"fue 34","MUE_7"
"fue 35","MUE_12"
"fue 37","MUE_8"
"fue 40","MUE_14"
"fue 44","MUE_34"
"fue 47","MUE_9"
"fue 56","MUE_3"
"fue 57","MUE_29"
"fue 66","MUE_5"
"fue 70","MUE_30"
"fue 72","MUE_28"
"fue 74","MUE_15"
"fue 76","MUE_20"
"fue 80","MUE_2"
"fue 83","MUE_11"
"fue 86","MUE_22"
"fue 87","MUE_32"
"fue 90","MUE_26"
"fue 91","MUE_25"
"fue 92","MUE_4"
"fue 93","MUE_23"
"fue 96","MUE_27"
"fue 99","MUE_6"
"fue 103","MUE_18"
"fue 106","MUE_13"
"fue 108","MUE_19"
