"fue","MUE"
"fue 3","MUE_28"
"fue 5","MUE_34"
"fue 7","MUE_13"
"fue 8","MUE_29"
"fue 9","MUE_4"
"fue 11","MUE_3"
"fue 13","MUE_14"
"fue 14","MUE_7"
"fue 16","MUE_1"
"fue 18","MUE_15"
"fue 23","MUE_19"
"fue 24","MUE_17"
"fue 25","MUE_2"
"fue 28","MUE_6"
"fue 35","MUE_11"
"fue 38","MUE_25"
"fue 41","MUE_35"
"fue 43","MUE_5"
"fue 51","MUE_26"
"fue 52","MUE_18"
"fue 55","MUE_27"
"fue 57","MUE_36"
"fue 59","MUE_24"
"fue 61","MUE_22"
"fue 63","MUE_10"
"fue 68","MUE_32"
"fue 69","MUE_33"
"fue 71","MUE_20"
"fue 79","MUE_8"
"fue 80","MUE_9"
"fue 81","MUE_21"
"fue 83","MUE_31"
"fue 85","MUE_30"
"fue 86","MUE_12"
"fue 87","MUE_16"
"fue 88","MUE_23"
