"fue","MUE"
"fue 1","MUE 19"
"fue 3","MUE 5"
"fue 4","MUE 20"
"fue 5","MUE 22"
"fue 7","MUE 23"
"fue 8","MUE 6"
"fue 11","MUE 14"
"fue 13","MUE 8"
"fue 15","MUE 29"
"fue 16","MUE 15"
"fue 19","MUE 3"
"fue 24","MUE 27"
"fue 26","MUE 7"
"fue 28","MUE 4"
"fue 30","MUE 13"
"fue 31","MUE 2"
"fue 33","MUE 36"
"fue 37","MUE 24"
"fue 38","MUE 32"
"fue 40","MUE 25"
"fue 41","MUE 1"
"fue 42","MUE 18"
"fue 43","MUE 35"
"fue 46","MUE 33"
"fue 48","MUE 12"
"fue 49","MUE 26"
"fue 50","MUE 11"
"fue 51","MUE 21"
"fue 53","MUE 34"
"fue 57","MUE 17"
"fue 58","MUE 31"
"fue 60","MUE 9"
"fue 61","MUE 10"
"fue 63","MUE 28"
"fue 66","MUE 16"
"fue 69","MUE 30"
