"fue","MUE"
"fue 1","MUE 9"
"fue 4","MUE 5"
"fue 5","MUE 31"
"fue 6","MUE 20"
"fue 7","MUE 21"
"fue 8","MUE 10"
"fue 9","MUE 27"
"fue 10","MUE 8"
"fue 13","MUE 29"
"fue 15","MUE 14"
"fue 16","MUE 22"
"fue 17","MUE 7"
"fue 19","MUE 18"
"fue 20","MUE 12"
"fue 21","MUE 6"
"fue 22","MUE 28"
"fue 24","MUE 34"
"fue 25","MUE 33"
"fue 26","MUE 23"
"fue 27","MUE 30"
"fue 28","MUE 13"
"fue 29","MUE 1"
"fue 30","MUE 35"
"fue 31","MUE 36"
"fue 32","MUE 4"
"fue 33","MUE 3"
"fue 34","MUE 32"
"fue 36","MUE 11"
"fue 38","MUE 24"
"fue 39","MUE 26"
"fue 40","MUE 19"
"fue 42","MUE 15"
"fue 45","MUE 17"
"fue 46","MUE 25"
"fue 47","MUE 2"
"fue 48","MUE 16"
