"fue","MUE"
"fue 3","MUE 30"
"fue 5","MUE 12"
"fue 6","MUE 7"
"fue 7","MUE 17"
"fue 8","MUE 6"
"fue 10","MUE 9"
"fue 11","MUE 16"
"fue 12","MUE 19"
"fue 13","MUE 2"
"fue 15","MUE 4"
"fue 17","MUE 29"
"fue 18","MUE 23"
"fue 19","MUE 22"
"fue 20","MUE 25"
"fue 21","MUE 27"
"fue 24","MUE 15"
"fue 25","MUE 18"
"fue 26","MUE 36"
"fue 30","MUE 11"
"fue 31","MUE 5"
"fue 33","MUE 35"
"fue 35","MUE 21"
"fue 37","MUE 33"
"fue 38","MUE 28"
"fue 40","MUE 26"
"fue 41","MUE 13"
"fue 43","MUE 14"
"fue 44","MUE 34"
"fue 45","MUE 1"
"fue 46","MUE 31"
"fue 47","MUE 24"
"fue 49","MUE 3"
"fue 50","MUE 20"
"fue 51","MUE 32"
"fue 52","MUE 10"
"fue 53","MUE 8"
