"fue","MUE"
"fue 2","MUE 15"
"fue 6","MUE 20"
"fue 9","MUE 33"
"fue 11","MUE 26"
"fue 12","MUE 19"
"fue 13","MUE 35"
"fue 15","MUE 29"
"fue 16","MUE 12"
"fue 18","MUE 24"
"fue 20","MUE 32"
"fue 24","MUE 28"
"fue 29","MUE 31"
"fue 30","MUE 4"
"fue 33","MUE 7"
"fue 34","MUE 16"
"fue 35","MUE 5"
"fue 36","MUE 18"
"fue 39","MUE 3"
"fue 42","MUE 36"
"fue 43","MUE 13"
"fue 48","MUE 25"
"fue 50","MUE 6"
"fue 56","MUE 8"
"fue 58","MUE 30"
"fue 61","MUE 1"
"fue 62","MUE 11"
"fue 63","MUE 9"
"fue 66","MUE 21"
"fue 67","MUE 2"
"fue 68","MUE 14"
"fue 75","MUE 23"
"fue 76","MUE 34"
"fue 78","MUE 22"
"fue 80","MUE 17"
"fue 82","MUE 10"
"fue 87","MUE 27"
