"fue","MUE"
"fue 2","MUE 28"
"fue 4","MUE 32"
"fue 6","MUE 14"
"fue 7","MUE 2"
"fue 11","MUE 27"
"fue 12","MUE 5"
"fue 15","MUE 17"
"fue 16","MUE 35"
"fue 17","MUE 7"
"fue 19","MUE 11"
"fue 22","MUE 8"
"fue 24","MUE 25"
"fue 25","MUE 22"
"fue 27","MUE 29"
"fue 32","MUE 30"
"fue 33","MUE 34"
"fue 34","MUE 23"
"fue 36","MUE 21"
"fue 37","MUE 1"
"fue 42","MUE 16"
"fue 47","MUE 31"
"fue 48","MUE 20"
"fue 50","MUE 13"
"fue 52","MUE 36"
"fue 53","MUE 26"
"fue 57","MUE 4"
"fue 59","MUE 15"
"fue 61","MUE 3"
"fue 63","MUE 12"
"fue 65","MUE 33"
"fue 66","MUE 24"
"fue 68","MUE 19"
"fue 69","MUE 10"
"fue 70","MUE 9"
"fue 71","MUE 6"
"fue 72","MUE 18"
