"fue","MUE"
"fue 1","MUE 29"
"fue 2","MUE 32"
"fue 5","MUE 18"
"fue 6","MUE 21"
"fue 7","MUE 35"
"fue 8","MUE 25"
"fue 13","MUE 13"
"fue 15","MUE 10"
"fue 16","MUE 17"
"fue 18","MUE 1"
"fue 19","MUE 8"
"fue 23","MUE 19"
"fue 24","MUE 7"
"fue 25","MUE 33"
"fue 26","MUE 5"
"fue 29","MUE 20"
"fue 32","MUE 23"
"fue 33","MUE 2"
"fue 34","MUE 36"
"fue 35","MUE 14"
"fue 37","MUE 30"
"fue 39","MUE 34"
"fue 40","MUE 24"
"fue 41","MUE 22"
"fue 43","MUE 4"
"fue 44","MUE 26"
"fue 45","MUE 12"
"fue 46","MUE 9"
"fue 48","MUE 16"
"fue 50","MUE 31"
"fue 52","MUE 28"
"fue 55","MUE 6"
"fue 57","MUE 11"
"fue 58","MUE 15"
"fue 59","MUE 27"
"fue 60","MUE 3"
