"fue","MUE"
"fue 2","MUE 20"
"fue 7","MUE 33"
"fue 9","MUE 24"
"fue 10","MUE 22"
"fue 11","MUE 13"
"fue 15","MUE 21"
"fue 18","MUE 15"
"fue 20","MUE 7"
"fue 22","MUE 26"
"fue 23","MUE 36"
"fue 26","MUE 23"
"fue 27","MUE 6"
"fue 28","MUE 9"
"fue 30","MUE 10"
"fue 31","MUE 35"
"fue 34","MUE 17"
"fue 36","MUE 1"
"fue 37","MUE 2"
"fue 38","MUE 11"
"fue 39","MUE 29"
"fue 44","MUE 32"
"fue 46","MUE 8"
"fue 48","MUE 25"
"fue 49","MUE 4"
"fue 52","MUE 31"
"fue 54","MUE 30"
"fue 60","MUE 27"
"fue 61","MUE 3"
"fue 62","MUE 28"
"fue 63","MUE 18"
"fue 65","MUE 5"
"fue 68","MUE 19"
"fue 71","MUE 34"
"fue 72","MUE 14"
"fue 76","MUE 16"
"fue 77","MUE 12"
