"fue","MUE"
"fue 5","MUE 8"
"fue 8","MUE 2"
"fue 16","MUE 16"
"fue 17","MUE 7"
"fue 18","MUE 22"
"fue 21","MUE 20"
"fue 27","MUE 24"
"fue 28","MUE 28"
"fue 29","MUE 26"
"fue 31","MUE 3"
"fue 35","MUE 27"
"fue 38","MUE 11"
"fue 39","MUE 10"
"fue 41","MUE 34"
"fue 45","MUE 15"
"fue 49","MUE 13"
"fue 50","MUE 17"
"fue 51","MUE 12"
"fue 52","MUE 25"
"fue 54","MUE 4"
"fue 61","MUE 29"
"fue 62","MUE 33"
"fue 63","MUE 14"
"fue 66","MUE 6"
"fue 67","MUE 1"
"fue 68","MUE 31"
"fue 69","MUE 32"
"fue 70","MUE 5"
"fue 71","MUE 35"
"fue 73","MUE 30"
"fue 74","MUE 21"
"fue 75","MUE 9"
"fue 77","MUE 36"
"fue 78","MUE 23"
"fue 82","MUE 19"
"fue 84","MUE 18"
