"fue","MUE"
"fue 3","MUE 28"
"fue 4","MUE 19"
"fue 5","MUE 9"
"fue 6","MUE 26"
"fue 9","MUE 35"
"fue 10","MUE 32"
"fue 11","MUE 23"
"fue 14","MUE 15"
"fue 15","MUE 34"
"fue 16","MUE 10"
"fue 17","MUE 12"
"fue 21","MUE 14"
"fue 22","MUE 33"
"fue 24","MUE 21"
"fue 26","MUE 27"
"fue 27","MUE 6"
"fue 30","MUE 36"
"fue 31","MUE 3"
"fue 32","MUE 31"
"fue 40","MUE 16"
"fue 41","MUE 13"
"fue 42","MUE 7"
"fue 43","MUE 25"
"fue 44","MUE 30"
"fue 47","MUE 22"
"fue 48","MUE 20"
"fue 49","MUE 8"
"fue 53","MUE 5"
"fue 56","MUE 29"
"fue 57","MUE 17"
"fue 58","MUE 1"
"fue 59","MUE 2"
"fue 60","MUE 24"
"fue 61","MUE 11"
"fue 63","MUE 4"
"fue 66","MUE 18"
