"fue","MUE"
"fue 5","MUE 14"
"fue 9","MUE 3"
"fue 11","MUE 22"
"fue 14","MUE 1"
"fue 15","MUE 19"
"fue 19","MUE 21"
"fue 24","MUE 6"
"fue 29","MUE 18"
"fue 32","MUE 36"
"fue 33","MUE 11"
"fue 34","MUE 29"
"fue 39","MUE 30"
"fue 41","MUE 34"
"fue 44","MUE 4"
"fue 46","MUE 5"
"fue 49","MUE 20"
"fue 50","MUE 23"
"fue 52","MUE 32"
"fue 53","MUE 7"
"fue 56","MUE 28"
"fue 58","MUE 26"
"fue 59","MUE 25"
"fue 60","MUE 35"
"fue 62","MUE 12"
"fue 66","MUE 33"
"fue 68","MUE 10"
"fue 69","MUE 8"
"fue 70","MUE 13"
"fue 73","MUE 17"
"fue 77","MUE 9"
"fue 79","MUE 24"
"fue 80","MUE 31"
"fue 81","MUE 27"
"fue 84","MUE 16"
"fue 88","MUE 2"
"fue 90","MUE 15"
