"fue","MUE"
"fue 2","MUE 29"
"fue 5","MUE 15"
"fue 7","MUE 30"
"fue 9","MUE 26"
"fue 10","MUE 13"
"fue 11","MUE 34"
"fue 14","MUE 32"
"fue 15","MUE 21"
"fue 16","MUE 33"
"fue 19","MUE 10"
"fue 20","MUE 3"
"fue 22","MUE 36"
"fue 23","MUE 4"
"fue 24","MUE 8"
"fue 25","MUE 11"
"fue 27","MUE 6"
"fue 30","MUE 17"
"fue 31","MUE 9"
"fue 32","MUE 22"
"fue 33","MUE 5"
"fue 36","MUE 18"
"fue 37","MUE 12"
"fue 39","MUE 25"
"fue 41","MUE 23"
"fue 42","MUE 31"
"fue 43","MUE 1"
"fue 44","MUE 27"
"fue 46","MUE 2"
"fue 47","MUE 24"
"fue 49","MUE 14"
"fue 51","MUE 28"
"fue 52","MUE 35"
"fue 54","MUE 19"
"fue 55","MUE 7"
"fue 58","MUE 20"
"fue 59","MUE 16"
