"fue","MUE"
"fue 1","MUE 13"
"fue 4","MUE 16"
"fue 5","MUE 4"
"fue 6","MUE 35"
"fue 8","MUE 24"
"fue 9","MUE 36"
"fue 13","MUE 19"
"fue 20","MUE 8"
"fue 23","MUE 25"
"fue 26","MUE 9"
"fue 27","MUE 23"
"fue 30","MUE 34"
"fue 32","MUE 7"
"fue 36","MUE 14"
"fue 38","MUE 12"
"fue 40","MUE 15"
"fue 43","MUE 26"
"fue 45","MUE 10"
"fue 53","MUE 27"
"fue 54","MUE 31"
"fue 56","MUE 30"
"fue 57","MUE 17"
"fue 59","MUE 3"
"fue 60","MUE 5"
"fue 61","MUE 22"
"fue 62","MUE 18"
"fue 63","MUE 29"
"fue 64","MUE 11"
"fue 65","MUE 6"
"fue 66","MUE 28"
"fue 69","MUE 32"
"fue 70","MUE 1"
"fue 72","MUE 2"
"fue 74","MUE 20"
"fue 79","MUE 21"
"fue 80","MUE 33"
