"fue","MUE"
"fue 2","MUE 1"
"fue 4","MUE 14"
"fue 5","MUE 30"
"fue 8","MUE 27"
"fue 9","MUE 2"
"fue 10","MUE 21"
"fue 12","MUE 17"
"fue 13","MUE 26"
"fue 15","MUE 11"
"fue 19","MUE 35"
"fue 21","MUE 6"
"fue 22","MUE 36"
"fue 24","MUE 28"
"fue 25","MUE 7"
"fue 27","MUE 32"
"fue 28","MUE 3"
"fue 30","MUE 12"
"fue 32","MUE 19"
"fue 36","MUE 18"
"fue 42","MUE 8"
"fue 46","MUE 29"
"fue 50","MUE 9"
"fue 54","MUE 5"
"fue 58","MUE 22"
"fue 60","MUE 4"
"fue 61","MUE 16"
"fue 66","MUE 15"
"fue 73","MUE 31"
"fue 75","MUE 34"
"fue 76","MUE 24"
"fue 77","MUE 33"
"fue 79","MUE 13"
"fue 83","MUE 23"
"fue 87","MUE 20"
"fue 88","MUE 25"
"fue 90","MUE 10"
