"fue","MUE"
"fue 2","MUE 20"
"fue 3","MUE 24"
"fue 4","MUE 17"
"fue 5","MUE 32"
"fue 7","MUE 10"
"fue 8","MUE 35"
"fue 9","MUE 9"
"fue 11","MUE 16"
"fue 13","MUE 33"
"fue 15","MUE 11"
"fue 16","MUE 28"
"fue 20","MUE 21"
"fue 21","MUE 6"
"fue 22","MUE 36"
"fue 23","MUE 30"
"fue 24","MUE 8"
"fue 27","MUE 29"
"fue 28","MUE 18"
"fue 29","MUE 19"
"fue 32","MUE 12"
"fue 35","MUE 25"
"fue 36","MUE 4"
"fue 37","MUE 3"
"fue 45","MUE 23"
"fue 49","MUE 14"
"fue 52","MUE 13"
"fue 54","MUE 2"
"fue 56","MUE 26"
"fue 57","MUE 34"
"fue 62","MUE 27"
"fue 63","MUE 22"
"fue 65","MUE 31"
"fue 67","MUE 5"
"fue 69","MUE 15"
"fue 71","MUE 1"
"fue 72","MUE 7"
